701.7857142857142, 112.22654529437682
720.9183673469388, 117.92688298340909
743.8775510204082, 126.49390691528401
766.8367346938776, 135.06093084715894
789.7959183673469, 137.87255909558053
806.3775510204082, 134.94714432535602
824.234693877551, 132.01805902216984
844.6428571428571, 131.95933049478776
865.0510204081633, 134.77829980913225
884.1836734693877, 137.60093965643796
900.7653061224489, 140.43092056966657
917.3469387755101, 146.13859932462196
933.9285714285713, 151.84627807957713
950.5102040816327, 154.67625899280597
972.1938775510204, 160.36925561591534
995.1530612244898, 166.05858170606348
1018.1122448979592, 171.7479077962123
1038.5204081632653, 177.44457495228312
1057.6530612244896, 188.90030832476873
1080.612244897959, 197.46733225664389
1106.1224489795918, 203.14931728086913
1123.9795918367347, 211.73102334458963
1144.387755102041, 214.54999265893434
1164.795918367347, 220.24665981500516
1183.9285714285713, 225.94699750403765
1200.5102040816328, 234.53237410071938
1217.091836734694, 240.24005285567478
1232.3979591836735, 243.07370430186484
1255.357142857143, 254.51842607546632
1275.765306122449, 257.3373953898108
1296.1734693877552, 271.66715607106175
1317.8571428571427, 283.1155483776247
1339.5408163265306, 291.68624284246084
1359.9489795918366, 297.3829099985319
1380.3571428571427, 305.9572749963297
1396.9387755102039, 311.66495375128466
1417.3469387755104, 325.99471443253583
1439.0306122448978, 331.6877110556454
1455.612244897959, 343.1507854940537
1478.5714285714284, 357.473205109382
1497.704081632653, 368.9289384818678
1519.3877551020407, 377.4996329467042
1537.2448979591836, 388.95903685215103
1561.4795918367345, 400.40008809279107
1585.7142857142858, 411.84113933343133
1604.8469387755104, 426.1745705476437
1618.8775510204082, 431.88959036852157
1636.7346938775509, 443.34899427396863
1659.6938775510203, 454.79371604757034
1676.2755102040817, 460.5013948025255
1703.061224489796, 471.9351049772429
1722.1938775510203, 483.3908383497285
1737.5, 494.8575833210982
1756.6326530612246, 500.5579210101307
1774.4897959183672, 512.017324915578
1797.4489795918366, 523.4620466891795
